constructor_standings_id,race_id,constructor_id,points,position,position_text,wins
25902,51,3,28.0,4,4,0
25901,51,4,51.0,3,3,0
25900,51,2,94.0,2,2,0
25899,51,1,210.0,11,E,8
25918,52,5,8.0,7,7,0
25917,52,9,24.0,5,5,0
25916,52,8,4.0,9,9,0
25915,52,11,6.0,8,8,0
25914,52,7,13.0,6,6,0
25913,52,3,33.0,4,4,0
25912,52,4,51.0,3,3,0
25911,52,2,101.0,2,2,0
25910,52,1,218.0,11,E,8
6327,53,8,0.0,11,11,0
6326,53,13,0.0,10,10,0
6325,53,7,0.0,9,9,0
6324,53,2,0.0,8,8,0
6323,53,5,0.0,7,7,0
6322,53,9,1.0,6,6,0
6321,53,3,5.0,5,5,0
6320,53,11,5.0,4,4,0
6319,53,1,10.0,2,2,0
6318,53,6,8.0,3,3,0
6317,53,4,10.0,1,1,1
6338,54,8,0.0,11,11,0
6337,54,13,0.0,10,10,0
6336,54,7,1.0,7,7,0
6335,54,2,2.0,6,6,0
6334,54,5,0.0,9,9,0
6333,54,9,1.0,8,8,0
6332,54,3,5.0,5,5,0
6331,54,11,11.0,4,4,0
6330,54,1,15.0,3,3,0
6329,54,6,15.0,2,2,0
6328,54,4,28.0,1,1,2
6349,55,8,0.0,11,11,0
6348,55,13,0.0,10,10,0
6347,55,7,7.0,6,6,0
6346,55,2,10.0,5,5,0
6345,55,5,0.0,9,9,0
6344,55,9,2.0,8,8,0
6343,55,3,5.0,7,7,0
6342,55,11,13.0,4,4,0
6341,55,1,23.0,2,2,0
6340,55,6,15.0,3,3,0
6339,55,4,42.0,1,1,3
6360,56,8,0.0,11,11,0
6359,56,13,0.0,10,10,0
6358,56,7,7.0,7,7,0
6357,56,2,10.0,5,5,0
6356,56,5,0.0,9,9,0
6355,56,9,2.0,8,8,0
6354,56,3,8.0,6,6,0
6353,56,11,15.0,4,4,0
6352,56,1,33.0,2,2,0
6351,56,6,30.0,3,3,1
6350,56,4,51.0,1,1,3
6371,57,8,0.0,11,11,0
6370,57,13,0.0,10,10,0
6369,57,7,7.0,7,7,0
6368,57,2,11.0,5,5,0
6367,57,5,0.0,9,9,0
6366,57,9,2.0,8,8,0
6365,57,3,10.0,6,6,0
6364,57,11,19.0,4,4,0
6363,57,1,38.0,3,3,0
6362,57,6,46.0,2,2,2
6361,57,4,62.0,1,1,3
6382,58,8,0.0,11,11,0
6381,58,13,0.0,10,10,0
6380,58,7,7.0,7,7,0
6379,58,2,12.0,5,5,0
6378,58,5,0.0,9,9,0
6377,58,9,2.0,8,8,0
6376,58,3,10.0,6,6,0
6375,58,11,24.0,4,4,0
6374,58,1,42.0,3,3,0
6373,58,6,59.0,2,2,2
6372,58,4,78.0,1,1,4
6393,59,8,0.0,11,11,0
6392,59,13,0.0,10,10,0
6391,59,7,8.0,7,7,0
6390,59,2,14.0,5,5,0
6389,59,5,0.0,9,9,0
6388,59,9,8.0,8,8,0
6387,59,3,10.0,6,6,0
6386,59,11,29.0,4,4,0
6385,59,1,50.0,3,3,0
6384,59,6,63.0,2,2,2
6383,59,4,91.0,1,1,5
6404,60,8,0.0,11,11,0
6403,60,13,0.0,10,10,0
6402,60,7,8.0,7,7,0
6401,60,2,17.0,5,5,0
6400,60,5,0.0,9,9,0
6399,60,9,8.0,8,8,0
6398,60,3,10.0,6,6,0
6397,60,11,29.0,4,4,0
6396,60,1,59.0,3,3,0
6395,60,6,75.0,2,2,2
6394,60,4,106.0,1,1,6
6415,61,8,0.0,11,11,0
6414,61,13,0.0,10,10,0
6413,61,7,11.0,6,6,0
6412,61,2,19.0,5,5,0
6411,61,5,0.0,9,9,0
6410,61,9,9.0,8,8,0
6409,61,3,10.0,7,7,0
6408,61,11,29.0,4,4,0
6407,61,1,65.0,3,3,0
6406,61,6,87.0,2,2,2
6405,61,4,121.0,1,1,7
6426,62,8,0.0,11,11,0
6425,62,13,0.0,10,10,0
6424,62,7,16.0,6,6,0
6423,62,2,19.0,5,5,0
6422,62,5,1.0,9,9,0
6421,62,9,11.0,7,7,0
6420,62,3,10.0,8,8,0
6419,62,11,32.0,4,4,0
6418,62,1,65.0,3,3,0
6417,62,6,105.0,2,2,3
6416,62,4,131.0,1,1,7
6437,63,8,0.0,11,11,0
6436,63,13,0.0,10,10,0
6435,63,7,21.0,5,5,0
6434,63,2,20.0,6,6,0
6433,63,5,1.0,9,9,0
6432,63,9,11.0,7,7,0
6431,63,3,10.0,8,8,0
6430,63,11,32.0,4,4,0
6429,63,1,71.0,3,3,0
6428,63,6,121.0,2,2,4
6427,63,4,142.0,1,1,7
6448,64,8,0.0,11,11,0
6447,64,13,0.0,10,10,0
6446,64,7,23.0,5,5,0
6445,64,2,20.0,6,6,0
6444,64,5,1.0,9,9,0
6443,64,9,12.0,7,7,0
6442,64,3,10.0,8,8,0
6441,64,11,37.0,4,4,0
6440,64,1,77.0,3,3,0
6439,64,6,139.0,2,2,5
6438,64,4,149.0,1,1,7
6459,65,8,0.0,11,11,0
6458,65,13,0.0,10,10,0
6457,65,7,26.0,5,5,0
6456,65,2,26.0,6,6,0
6455,65,5,1.0,9,9,0
6454,65,9,16.0,7,7,0
6453,65,3,10.0,8,8,0
6452,65,11,52.0,4,4,1
6451,65,1,85.0,3,3,0
6450,65,6,142.0,2,2,5
6449,65,4,149.0,1,1,7
6470,66,8,0.0,11,11,0
6469,66,13,0.0,10,10,0
6468,66,7,28.0,5,5,0
6467,66,2,26.0,6,6,0
6466,66,5,1.0,9,9,0
6465,66,9,16.0,7,7,0
6464,66,3,10.0,8,8,0
6463,66,11,58.0,4,4,1
6462,66,1,89.0,3,3,0
6461,66,6,158.0,2,2,6
6460,66,4,160.0,1,1,7
6482,67,14,0.0,12,12,0
6481,67,8,0.0,11,11,0
6480,67,13,0.0,10,10,0
6479,67,7,30.0,6,6,0
6478,67,2,33.0,5,5,0
6477,67,5,1.0,9,9,0
6476,67,9,16.0,7,7,0
6475,67,3,10.0,8,8,0
6474,67,11,65.0,4,4,1
6473,67,1,97.0,3,3,0
6472,67,6,168.0,1,1,7
6471,67,4,165.0,2,2,7
6494,68,14,0.0,12,12,0
6493,68,8,0.0,11,11,0
6492,68,13,0.0,10,10,0
6491,68,7,30.0,6,6,0
6490,68,2,35.0,5,5,0
6489,68,5,1.0,9,9,0
6488,68,9,16.0,7,7,0
6487,68,3,11.0,8,8,0
6486,68,11,73.0,4,4,1
6485,68,1,101.0,3,3,0
6484,68,6,178.0,2,2,8
6483,68,4,179.0,1,1,7
6506,69,14,0.0,12,12,0
6505,69,8,0.0,11,11,0
6504,69,13,0.0,10,10,0
6503,69,7,35.0,6,6,0
6502,69,2,36.0,5,5,0
6501,69,5,1.0,9,9,0
6500,69,9,16.0,7,7,0
6499,69,3,11.0,8,8,0
6498,69,11,78.0,4,4,1
6497,69,1,105.0,3,3,0
6496,69,6,186.0,2,2,8
6495,69,4,195.0,1,1,8
6518,70,14,0.0,12,12,0
6517,70,8,0.0,11,11,0
6516,70,13,0.0,10,10,0
6515,70,7,35.0,6,6,0
6514,70,2,36.0,5,5,0
6513,70,5,1.0,9,9,0
6512,70,9,16.0,7,7,0
6511,70,3,11.0,8,8,0
6510,70,11,86.0,4,4,1
6509,70,1,110.0,3,3,0
6508,70,6,201.0,2,2,9
6507,70,4,206.0,1,1,8
27951,71,17,0.0,8,8,0
27950,71,16,0.0,10,10,0
27949,71,15,0.0,7,7,0
27948,71,7,0.0,6,6,0
27947,71,1,4.0,5,5,0
27946,71,3,4.0,4,4,0
27945,71,9,7.0,3,3,0
27944,71,6,8.0,2,2,0
27943,71,4,16.0,1,1,1
27961,72,17,0.0,8,8,0
27960,72,16,0.0,10,10,0
27959,72,15,0.0,7,7,0
27958,72,7,12.0,2,2,0
27957,72,1,9.0,6,6,0
27956,72,3,10.0,5,5,0
27955,72,9,11.0,3,3,0
27954,72,6,10.0,4,4,0
27953,72,4,26.0,1,1,2
27971,73,17,0.0,8,8,0
27970,73,16,0.0,10,10,0
27969,73,15,2.0,7,7,0
27968,73,7,25.0,2,2,0
27967,73,1,19.0,3,3,0
27966,73,3,13.0,4,4,0
27965,73,9,12.0,5,5,0
27964,73,6,10.0,6,6,0
27963,73,4,36.0,1,1,3
27981,74,17,0.0,8,8,0
27980,74,16,0.0,10,10,0
27979,74,15,7.0,7,7,0
27978,74,7,29.0,2,2,0
27977,74,1,25.0,3,3,0
27976,74,3,18.0,5,5,0
27975,74,9,13.0,6,6,0
27974,74,6,18.0,4,4,0
27992,75,18,0.0,9,9,0
27991,75,17,0.0,8,8,0
27990,75,16,0.0,10,10,0
27989,75,15,7.0,7,7,0
27988,75,7,40.0,2,2,0
27987,75,1,37.0,3,3,1
27986,75,3,21.0,4,4,0
27985,75,9,14.0,6,6,0
27984,75,6,18.0,5,5,0
28001,76,17,0.0,8,8,0
28000,76,16,0.0,10,10,0
27999,76,15,7.0,7,7,0
27998,76,7,43.0,3,3,0
27997,76,1,51.0,2,2,2
27996,76,3,35.0,4,4,0
27995,76,9,14.0,6,6,0
27994,76,6,21.0,5,5,0
27993,76,4,63.0,1,1,4
28012,77,18,0.0,10,10,0
28011,77,17,0.0,8,8,0
28010,77,16,0.0,9,9,0
28009,77,15,7.0,7,7,0
28008,77,7,44.0,3,3,0
28007,77,1,53.0,2,2,2
28006,77,3,43.0,4,4,0
28005,77,9,19.0,6,6,0
28004,77,6,31.0,5,5,0
28003,77,4,76.0,1,1,5
28022,78,18,0.0,10,10,0
28021,78,17,0.0,8,8,0
28020,78,16,0.0,9,9,0
28019,78,15,12.0,7,7,0
28018,78,7,47.0,4,4,0
28017,78,1,63.0,2,2,3
28016,78,3,47.0,3,3,0
28015,78,9,22.0,6,6,0
28014,78,6,45.0,5,5,0
28013,78,4,76.0,1,1,5
28032,79,18,7.0,9,9,0
28031,79,17,11.0,8,8,0
28030,79,16,0.0,10,10,0
28029,79,15,12.0,7,7,0
28028,79,7,47.0,5,5,0
28027,79,1,63.0,2,2,3
28026,79,3,47.0,4,4,0
28025,79,9,22.0,6,6,0
28024,79,6,63.0,3,3,1
28023,79,4,76.0,1,1,5
28042,80,18,7.0,9,9,0
28041,80,17,11.0,8,8,0
28040,80,16,5.0,10,10,0
28039,80,15,13.0,7,7,0
28038,80,7,53.0,4,4,0
28037,80,1,71.0,2,2,3
28036,80,3,47.0,5,5,0
28035,80,9,22.0,6,6,0
28034,80,6,69.0,3,3,1
28033,80,4,89.0,1,1,6
28052,81,18,7.0,10,10,0
28051,81,17,11.0,8,8,0
28050,81,16,9.0,9,9,0
28049,81,15,13.0,7,7,0
28048,81,7,54.0,4,4,0
28047,81,1,87.0,2,2,4
28046,81,3,47.0,5,5,0
28045,81,9,22.0,6,6,0
28044,81,6,74.0,3,3,1
28043,81,4,102.0,1,1,6
28062,82,18,7.0,10,10,0
28061,82,17,11.0,9,9,0
28060,82,16,15.0,7,7,0
28059,82,15,14.0,8,8,0
28058,82,7,57.0,4,4,0
28057,82,1,95.0,2,2,4
28056,82,3,47.0,5,5,0
28055,82,9,24.0,6,6,0
28054,82,6,78.0,3,3,1
28053,82,4,117.0,1,1,7
28072,83,18,7.0,10,10,0
28071,83,17,11.0,9,9,0
28070,83,16,20.0,7,7,0
28069,83,15,14.0,8,8,0
28068,83,7,68.0,4,4,0
28067,83,1,105.0,2,2,5
28066,83,3,52.0,5,5,0
28065,83,9,24.0,6,6,0
28064,83,6,86.0,3,3,1
28063,83,4,117.0,1,1,7
28082,84,18,7.0,10,10,0
28081,84,17,11.0,9,9,0
28080,84,16,24.0,7,7,0
28079,84,15,14.0,8,8,0
28078,84,7,71.0,4,4,0
28077,84,1,121.0,2,2,6
28076,84,3,52.0,5,5,0
28075,84,9,27.0,6,6,0
28074,84,6,86.0,3,3,1
28073,84,4,130.0,1,1,7
28092,85,18,7.0,10,10,0
28091,85,17,11.0,9,9,0
28090,85,16,25.0,7,7,0
28089,85,15,14.0,8,8,0
28088,85,7,78.0,4,4,0
28087,85,1,136.0,2,2,7
28086,85,3,54.0,5,5,0
28085,85,9,27.0,6,6,0
28084,85,6,86.0,3,3,1
28083,85,4,144.0,1,1,7
28102,86,18,7.0,10,10,0
28101,86,17,12.0,9,9,0
28100,86,16,31.0,6,6,0
28099,86,15,17.0,8,8,0
28098,86,7,80.0,4,4,0
28097,86,1,146.0,2,2,8
28096,86,3,59.0,5,5,0
28095,86,9,27.0,7,7,0
28094,86,6,90.0,3,3,1
28093,86,4,152.0,1,1,7
28112,87,18,7.0,10,10,0
28111,87,17,12.0,9,9,0
28110,87,16,33.0,6,6,0
28109,87,15,17.0,8,8,0
28108,87,7,81.0,4,4,0
28107,87,1,164.0,1,1,9
28106,87,3,59.0,5,5,0
28105,87,9,27.0,7,7,0
28104,87,6,98.0,3,3,1
28103,87,4,162.0,2,2,7
28122,88,18,7.0,10,10,0
28121,88,17,12.0,9,9,0
28120,88,16,37.0,6,6,0
28119,88,15,17.0,8,8,0
28118,88,7,82.0,4,4,0
28117,88,1,174.0,2,2,10
28116,88,3,64.0,5,5,0
28115,88,9,30.0,7,7,0
28114,88,6,100.0,3,3,1
28113,88,4,176.0,1,1,7
28132,89,18,7.0,10,10,0
28131,89,17,12.0,9,9,0
28130,89,16,38.0,6,6,0
28129,89,15,20.0,8,8,0
28128,89,7,88.0,4,4,0
28127,89,1,182.0,2,2,10
28126,89,3,66.0,5,5,0
28125,89,9,34.0,7,7,0
28124,89,6,100.0,3,3,1
28123,89,4,191.0,1,1,8
6146,90,17,0.0,9,9,0
6145,90,7,0.0,8,8,0
6144,90,19,0.0,7,7,0
6143,90,15,0.0,6,6,0
6142,90,1,1.0,5,5,0
6141,90,16,3.0,4,4,0
6140,90,3,9.0,2,2,0
6139,90,4,8.0,3,3,0
6138,90,6,18.0,1,1,1
6156,91,18,0.0,10,10,0
6155,91,17,0.0,9,9,0
6154,91,7,0.0,7,7,0
6153,91,19,0.0,8,8,0
6152,91,15,1.0,6,6,0
6151,91,1,4.0,5,5,0
6150,91,16,9.0,4,4,0
6149,91,3,17.0,2,2,0
6148,91,4,14.0,3,3,0
6147,91,6,33.0,1,1,2
6166,92,18,0.0,10,10,0
6165,92,17,0.0,9,9,0
6164,92,7,0.0,8,8,0
6163,92,19,1.0,7,7,0
6162,92,15,1.0,6,6,0
6161,92,1,4.0,5,5,0
6160,92,16,19.0,4,4,0
6159,92,3,19.0,3,3,0
6158,92,4,22.0,2,2,0
6157,92,6,51.0,1,1,3
6176,93,18,0.0,10,10,0
6175,93,17,0.0,9,9,0
6174,93,7,0.0,8,8,0
6173,93,19,1.0,7,7,0
6172,93,15,1.0,6,6,0
6171,93,1,5.0,5,5,0
6170,93,16,27.0,3,3,0
6169,93,3,27.0,4,4,0
6168,93,4,31.0,2,2,0
6167,93,6,64.0,1,1,4
6186,94,18,0.0,10,10,0
6185,94,17,0.0,9,9,0
6184,94,7,0.0,8,8,0
6183,94,19,1.0,7,7,0
6182,94,15,3.0,6,6,0
6181,94,1,5.0,5,5,0
6180,94,16,32.0,3,3,0
6179,94,3,30.0,4,4,0
6178,94,4,42.0,2,2,0
6177,94,6,82.0,1,1,5
6196,95,18,0.0,10,10,0
6195,95,17,2.0,8,8,0
6194,95,7,4.0,7,7,0
6193,95,19,1.0,9,9,0
6192,95,15,7.0,5,5,0
6191,95,1,5.0,6,6,0
6190,95,16,40.0,3,3,0
6189,95,3,35.0,4,4,0
6188,95,4,52.0,2,2,1
6187,95,6,88.0,1,1,5
6206,96,18,0.0,10,10,0
6205,96,17,2.0,9,9,0
6204,96,7,4.0,7,7,0
6203,96,19,3.0,8,8,0
6202,96,15,10.0,5,5,0
6201,96,1,5.0,6,6,0
6200,96,16,46.0,3,3,0
6199,96,3,36.0,4,4,0
6198,96,4,61.0,2,2,1
6197,96,6,106.0,1,1,6
6216,97,18,0.0,10,10,0
6215,97,17,5.0,7,7,0
6214,97,7,4.0,8,8,0
6213,97,19,3.0,9,9,0
6212,97,15,15.0,5,5,0
6211,97,1,12.0,6,6,0
6210,97,16,52.0,3,3,0
6209,97,3,36.0,4,4,0
6208,97,4,61.0,2,2,1
6207,97,6,124.0,1,1,7
6226,98,18,1.0,10,10,0
6225,98,17,5.0,8,8,0
6224,98,7,8.0,7,7,0
6223,98,19,3.0,9,9,0
6222,98,15,15.0,6,6,0
6221,98,1,17.0,5,5,0
6220,98,16,58.0,3,3,0
6219,98,3,36.0,4,4,0
6218,98,4,66.0,2,2,1
6217,98,6,142.0,1,1,8
6236,99,18,1.0,10,10,0
6235,99,17,5.0,8,8,0
6234,99,7,8.0,7,7,0
6233,99,19,3.0,9,9,0
6232,99,15,15.0,6,6,0
6231,99,1,22.0,5,5,0
6230,99,16,62.0,3,3,0
6229,99,3,37.0,4,4,0
6228,99,4,79.0,2,2,1
6227,99,6,158.0,1,1,9
6246,100,18,1.0,10,10,0
