driver_standings_id,race_id,driver_id,points,position,position_text,wins
12292,118,8,62.0,2,2,1
12291,118,31,55.0,3,3,1
12290,118,14,33.0,7,7,1
12330,119,53,0.0,21,21,0
12329,119,51,0.0,20,20,0
12328,119,42,0.0,18,18,0
12327,119,44,6.0,14,14,0
12326,119,17,12.0,10,10,0
12325,119,21,10.0,11,11,1
12324,119,43,8.0,12,12,0
12323,119,52,1.0,17,17,0
12322,119,2,2.0,16,16,0
12321,119,22,49.0,5,5,1
12320,119,50,0.0,19,19,0
12319,119,18,12.0,9,9,0
12318,119,35,3.0,15,15,0
12317,119,23,53.0,4,4,2
12316,119,4,44.0,6,6,0
12315,119,49,7.0,13,13,0
12314,119,15,22.0,8,8,0
12313,119,30,71.0,1,1,4
12312,119,8,62.0,3,3,1
12311,119,31,65.0,2,2,2
12310,119,14,41.0,7,7,1
12351,120,53,0.0,21,21,0
12350,120,51,0.0,20,20,0
12349,120,42,0.0,18,18,0
12348,120,44,6.0,14,14,0
12347,120,17,15.0,9,9,0
12346,120,21,10.0,11,11,1
12345,120,43,8.0,12,12,0
12344,120,52,1.0,17,17,0
12343,120,2,2.0,16,16,0
12342,120,22,49.0,6,6,1
12341,120,50,0.0,19,19,0
12340,120,18,12.0,10,10,0
12339,120,35,3.0,15,15,0
12338,120,23,58.0,4,4,2
12337,120,4,54.0,5,5,1
12336,120,49,7.0,13,13,0
12335,120,15,24.0,8,8,0
12334,120,30,72.0,1,1,4
12333,120,8,70.0,3,3,1
12332,120,31,71.0,2,2,2
12331,120,14,45.0,7,7,1
12374,121,47,0.0,22,22,0
12373,121,48,4.0,16,16,0
12372,121,53,0.0,23,23,0
12371,121,51,0.0,21,21,0
12370,121,42,0.0,19,19,0
12369,121,44,6.0,14,14,0
12368,121,17,17.0,9,9,0
12367,121,21,10.0,11,11,1
12366,121,43,8.0,12,12,0
12365,121,52,1.0,18,18,0
12364,121,2,2.0,17,17,0
12363,121,22,55.0,5,5,1
12362,121,50,0.0,20,20,0
12361,121,18,12.0,10,10,0
12360,121,35,6.0,15,15,0
12359,121,23,58.0,4,4,2
12358,121,4,55.0,6,6,1
12357,121,49,7.0,13,13,0
12356,121,15,24.0,8,8,0
12355,121,30,82.0,1,1,5
12354,121,8,75.0,3,3,1
12353,121,31,79.0,2,2,2
12352,121,14,45.0,7,7,1
12397,122,47,0.0,23,23,0
12396,122,48,4.0,17,17,0
12395,122,53,0.0,22,22,0
12394,122,51,1.0,19,19,0
12393,122,42,0.0,20,20,0
12392,122,44,6.0,15,15,0
12391,122,17,17.0,9,9,0
12390,122,21,12.0,11,11,1
12389,122,43,8.0,13,13,0
12388,122,52,1.0,18,18,0
12387,122,2,6.0,14,14,0
12386,122,22,55.0,5,5,1
12385,122,50,0.0,21,21,0
12384,122,18,12.0,12,12,0
12383,122,35,6.0,16,16,0
12382,122,23,58.0,4,4,2
12381,122,4,55.0,6,6,1
12380,122,49,13.0,10,10,0
12379,122,15,29.0,8,8,0
12378,122,30,92.0,1,1,6
12377,122,8,83.0,2,2,1
12376,122,31,82.0,3,3,2
12375,122,14,45.0,7,7,1
12421,123,11,3.0,18,18,0
12420,123,47,0.0,24,24,0
12419,123,48,4.0,17,17,0
12418,123,53,0.0,23,23,0
12417,123,51,1.0,20,20,0
12416,123,42,0.0,21,21,0
12415,123,44,6.0,15,15,0
12414,123,17,17.0,10,10,0
12413,123,21,12.0,12,12,1
12412,123,43,10.0,13,13,0
12411,123,52,1.0,19,19,0
12410,123,2,6.0,14,14,0
12409,123,22,65.0,4,4,2
12408,123,50,0.0,22,22,0
12407,123,18,17.0,9,9,0
12406,123,35,6.0,16,16,0
12405,123,23,58.0,5,5,2
12404,123,4,55.0,6,6,1
12403,123,49,13.0,11,11,0
12402,123,15,33.0,8,8,0
12401,123,30,93.0,1,1,6
12400,123,8,91.0,2,2,1
12399,123,31,82.0,3,3,2
12398,123,14,51.0,7,7,1
11771,124,37,0.0,8,8,0
11770,124,62,0.0,7,7,0
11769,124,63,1.0,6,6,0
11768,124,17,2.0,5,5,0
11767,124,56,3.0,4,4,0
11766,124,8,4.0,3,3,0
11765,124,31,6.0,2,2,0
11764,124,30,10.0,1,1,1
11788,125,21,0.0,17,17,0
11787,125,49,0.0,16,16,0
11786,125,11,0.0,15,15,0
11785,125,35,0.0,14,14,0
11784,125,66,0.0,11,11,0
11783,125,13,1.0,10,10,0
11782,125,2,2.0,7,7,0
11781,125,18,3.0,5,5,0
11780,125,23,10.0,3,3,1
11779,125,37,0.0,13,13,0
11778,125,62,0.0,12,12,0
11777,125,63,1.0,9,9,0
11776,125,17,2.0,8,8,0
11775,125,56,3.0,6,6,0
11774,125,8,4.0,4,4,0
11773,125,31,12.0,2,2,0
11772,125,30,14.0,1,1,1
11806,126,14,4.0,6,6,0
11805,126,21,0.0,18,18,0
11804,126,49,0.0,17,17,0
11803,126,11,0.0,16,16,0
11802,126,35,0.0,15,15,0
11801,126,66,0.0,13,13,0
11800,126,13,1.0,11,11,0
11799,126,2,2.0,9,9,0
11798,126,18,6.0,4,4,0
11797,126,23,16.0,2,2,1
11796,126,37,0.0,14,14,0
11795,126,62,0.0,12,12,0
11794,126,63,2.0,10,10,0
11793,126,17,2.0,8,8,0
11792,126,56,3.0,7,7,0
11791,126,8,4.0,5,5,0
11790,126,31,14.0,3,3,0
11789,126,30,24.0,1,1,2
11826,127,15,0.0,18,18,0
11825,127,22,6.0,5,5,0
11824,127,14,5.0,6,6,0
11823,127,21,0.0,20,20,0
11822,127,49,0.0,19,19,0
11821,127,11,0.0,17,17,0
11820,127,35,0.0,13,13,0
11819,127,66,0.0,15,15,0
11818,127,13,1.0,12,12,0
11817,127,2,2.0,9,9,0
11816,127,18,8.0,4,4,0
11815,127,23,20.0,2,2,1
11814,127,37,0.0,16,16,0
11813,127,62,0.0,14,14,0
11812,127,63,2.0,11,11,0
11811,127,17,2.0,10,10,0
11810,127,56,3.0,8,8,0
11809,127,8,4.0,7,7,0
11808,127,31,17.0,3,3,0
11807,127,30,34.0,1,1,3
11846,128,15,0.0,19,19,0
11845,128,22,6.0,6,6,0
11844,128,14,9.0,4,4,0
11843,128,21,0.0,20,20,0
11842,128,49,1.0,13,13,0
11841,128,11,0.0,18,18,0
11840,128,35,0.0,14,14,0
11839,128,66,0.0,15,15,0
11838,128,13,3.0,10,10,0
11837,128,2,5.0,7,7,0
11836,128,18,8.0,5,5,0
11835,128,23,20.0,3,3,1
11834,128,37,0.0,17,17,0
11833,128,62,0.0,16,16,0
11832,128,63,2.0,12,12,0
11831,128,17,2.0,11,11,0
11830,128,56,3.0,9,9,0
11829,128,8,4.0,8,8,0
11828,128,31,23.0,2,2,0
11827,128,30,44.0,1,1,4
11866,129,15,0.0,20,20,0
11865,129,22,12.0,4,4,0
11864,129,14,10.0,5,5,0
11863,129,21,2.0,12,12,0
11862,129,49,1.0,14,14,0
11861,129,11,0.0,19,19,0
11860,129,35,0.0,15,15,0
11859,129,66,0.0,16,16,0
11858,129,13,3.0,10,10,0
11857,129,2,5.0,7,7,0
11856,129,18,8.0,6,6,0
11855,129,23,23.0,3,3,1
11854,129,37,0.0,18,18,0
11853,129,62,0.0,17,17,0
11852,129,63,2.0,13,13,0
11851,129,17,2.0,11,11,0
11850,129,56,3.0,9,9,0
11849,129,8,4.0,8,8,0
11848,129,31,27.0,2,2,0
11847,129,30,54.0,1,1,5
11887,130,59,0.0,21,21,0
11886,130,15,3.0,11,11,0
11885,130,22,12.0,5,5,0
11884,130,14,20.0,4,4,1
11883,130,21,4.0,9,9,0
11882,130,49,2.0,15,15,0
11881,130,11,0.0,20,20,0
11880,130,35,0.0,16,16,0
11879,130,66,0.0,17,17,0
11878,130,13,3.0,12,12,0
11877,130,2,5.0,7,7,0
11876,130,18,8.0,6,6,0
11875,130,23,27.0,2,2,1
11874,130,37,0.0,19,19,0
11873,130,62,0.0,18,18,0
11872,130,63,2.0,14,14,0
11871,130,17,2.0,13,13,0
11870,130,56,3.0,10,10,0
11869,130,8,4.0,8,8,0
11868,130,31,27.0,3,3,0
11867,130,30,60.0,1,1,5
11909,131,44,0.0,20,20,0
11908,131,59,0.0,22,22,0
11907,131,15,4.0,10,10,0
11906,131,22,16.0,5,5,0
11905,131,14,26.0,4,4,1
11904,131,21,6.0,8,8,0
11903,131,49,2.0,15,15,0
11902,131,11,0.0,21,21,0
11901,131,35,0.0,16,16,0
11900,131,66,0.0,17,17,0
11899,131,13,3.0,12,12,0
11898,131,2,5.0,9,9,0
11897,131,18,8.0,6,6,0
11896,131,23,27.0,2,2,1
11895,131,37,0.0,19,19,0
11894,131,62,0.0,18,18,0
11893,131,63,2.0,14,14,0
11892,131,17,2.0,13,13,0
11891,131,56,3.0,11,11,0
11890,131,8,7.0,7,7,0
11889,131,31,27.0,3,3,0
11888,131,30,70.0,1,1,6
11931,132,44,0.0,20,20,0
11930,132,59,0.0,22,22,0
11929,132,15,4.0,10,10,0
11928,132,22,26.0,4,4,1
11927,132,14,26.0,5,5,1
11926,132,21,6.0,8,8,0
11925,132,49,2.0,15,15,0
11924,132,11,0.0,21,21,0
11923,132,35,0.0,16,16,0
11922,132,66,0.0,17,17,0
11921,132,13,4.0,11,11,0
11920,132,2,5.0,9,9,0
11919,132,18,10.0,7,7,0
11918,132,23,30.0,2,2,1
11917,132,37,0.0,19,19,0
11916,132,62,0.0,18,18,0
11915,132,63,2.0,14,14,0
11914,132,17,2.0,13,13,0
11913,132,56,3.0,12,12,0
11912,132,8,11.0,6,6,0
11911,132,31,27.0,3,3,0
11910,132,30,76.0,1,1,6
11953,133,44,2.0,14,14,0
11952,133,59,0.0,22,22,0
11951,133,15,4.0,10,10,0
11950,133,22,32.0,2,2,1
11949,133,14,26.0,5,5,1
11948,133,21,6.0,9,9,0
11947,133,49,2.0,17,17,0
11946,133,11,0.0,21,21,0
11945,133,35,3.0,12,12,0
11944,133,66,0.0,18,18,0
11943,133,13,4.0,11,11,0
11942,133,2,6.0,8,8,0
11941,133,18,10.0,7,7,0
11940,133,23,30.0,4,4,1
11939,133,37,0.0,20,20,0
11938,133,62,0.0,19,19,0
11937,133,63,2.0,16,16,0
11936,133,17,2.0,15,15,0
11935,133,56,3.0,13,13,0
11934,133,8,11.0,6,6,0
11933,133,31,31.0,3,3,0
11932,133,30,86.0,1,1,7
11975,134,44,2.0,14,14,0
11974,134,59,0.0,22,22,0
11973,134,15,4.0,10,10,0
11972,134,22,32.0,3,3,1
11971,134,14,30.0,5,5,1
11970,134,21,6.0,9,9,0
11969,134,49,2.0,17,17,0
11968,134,11,0.0,21,21,0
11967,134,35,3.0,12,12,0
11966,134,66,0.0,18,18,0
11965,134,13,4.0,11,11,0
11964,134,2,6.0,8,8,0
11963,134,18,11.0,7,7,0
11962,134,23,32.0,4,4,1
11961,134,37,0.0,20,20,0
11960,134,62,0.0,19,19,0
11959,134,63,2.0,16,16,0
11958,134,17,2.0,15,15,0
11957,134,56,3.0,13,13,0
11956,134,8,17.0,6,6,0
11955,134,31,34.0,2,2,0
11954,134,30,96.0,1,1,8
11997,135,44,2.0,14,14,0
11996,135,59,0.0,22,22,0
11995,135,15,4.0,10,10,0
11994,135,22,35.0,4,4,1
11993,135,14,32.0,5,5,1
11992,135,21,6.0,9,9,0
11991,135,49,2.0,17,17,0
11990,135,11,0.0,21,21,0
11989,135,35,3.0,12,12,0
11988,135,66,0.0,18,18,0
11987,135,13,4.0,11,11,0
11986,135,2,7.0,8,8,0
11985,135,18,11.0,7,7,0
11984,135,23,36.0,3,3,1
11983,135,37,0.0,20,20,0
11982,135,62,0.0,19,19,0
11981,135,63,2.0,16,16,0
11980,135,17,2.0,15,15,0
11979,135,56,3.0,13,13,0
11978,135,8,17.0,6,6,0
11977,135,31,40.0,2,2,0
11976,135,30,106.0,1,1,9
12019,136,44,2.0,14,14,0
12018,136,59,0.0,22,22,0
12017,136,15,4.0,10,10,0
12016,136,22,45.0,2,2,2
12015,136,14,34.0,5,5,1
12014,136,21,7.0,9,9,0
12013,136,49,2.0,17,17,0
12012,136,11,0.0,21,21,0
12011,136,35,3.0,12,12,0
12010,136,66,0.0,18,18,0
12009,136,13,4.0,11,11,0
12008,136,2,7.0,8,8,0
12007,136,18,11.0,7,7,0
12006,136,23,40.0,3,3,1
12005,136,37,0.0,20,20,0
12004,136,62,0.0,19,19,0
12003,136,63,2.0,16,16,0
12002,136,17,2.0,15,15,0
12001,136,56,3.0,13,13,0
12000,136,8,20.0,6,6,0
11999,136,31,40.0,4,4,0
11998,136,30,112.0,1,1,9
12041,137,44,2.0,14,14,0
12040,137,59,0.0,22,22,0
12039,137,15,4.0,11,11,0
12038,137,22,51.0,2,2,2
12037,137,14,37.0,5,5,1
12036,137,21,7.0,9,9,0
12035,137,49,2.0,17,17,0
12034,137,11,0.0,21,21,0
12033,137,35,3.0,13,13,0
12032,137,66,0.0,18,18,0
12031,137,13,4.0,12,12,0
12030,137,2,7.0,8,8,0
12029,137,18,11.0,7,7,0
12028,137,23,42.0,4,4,1
12027,137,37,0.0,20,20,0
12026,137,62,0.0,19,19,0
12025,137,63,2.0,16,16,0
12024,137,17,2.0,15,15,0
12023,137,56,4.0,10,10,0
12022,137,8,20.0,6,6,0
12021,137,31,44.0,3,3,0
12020,137,30,122.0,1,1,10
12063,138,44,3.0,14,14,0
12062,138,59,0.0,22,22,0
12061,138,15,7.0,9,9,0
12060,138,22,61.0,2,2,3
12059,138,14,37.0,5,5,1
12058,138,21,7.0,11,11,0
12057,138,49,2.0,17,17,0
12056,138,11,0.0,21,21,0
12055,138,35,3.0,13,13,0
12054,138,66,0.0,18,18,0
12053,138,13,4.0,12,12,0
12052,138,2,7.0,10,10,0
12051,138,18,13.0,7,7,0
12050,138,23,42.0,4,4,1
12049,138,37,0.0,20,20,0
12048,138,62,0.0,19,19,0
12047,138,63,2.0,16,16,0
12046,138,17,2.0,15,15,0
12045,138,56,8.0,8,8,0
12044,138,8,20.0,6,6,0
12043,138,31,44.0,3,3,0
12042,138,30,128.0,1,1,10
12085,139,44,3.0,14,14,0
12084,139,59,0.0,22,22,0
12083,139,15,9.0,8,8,0
12082,139,22,71.0,2,2,4
12081,139,14,41.0,5,5,1
12080,139,21,7.0,11,11,0
12079,139,49,2.0,17,17,0
12078,139,11,0.0,21,21,0
12077,139,35,4.0,12,12,0
12076,139,66,0.0,18,18,0
12075,139,13,4.0,13,13,0
12074,139,2,7.0,10,10,0
12073,139,18,13.0,7,7,0
12072,139,23,42.0,4,4,1
12071,139,37,0.0,20,20,0
12070,139,62,0.0,19,19,0
12069,139,63,2.0,16,16,0
12068,139,17,2.0,15,15,0
12067,139,56,8.0,9,9,0
12066,139,8,20.0,6,6,0
12065,139,31,47.0,3,3,0
12064,139,30,134.0,1,1,10
12107,140,44,3.0,14,14,0
12106,140,59,0.0,22,22,0
12105,140,15,9.0,8,8,0
12104,140,22,77.0,2,2,4
12103,140,14,41.0,5,5,1
12102,140,21,7.0,11,11,0
12101,140,49,2.0,18,18,0
12100,140,11,2.0,15,15,0
12099,140,35,4.0,12,12,0
12098,140,66,0.0,19,19,0
12097,140,13,4.0,13,13,0
12096,140,2,7.0,10,10,0
12095,140,18,14.0,7,7,0
12094,140,23,42.0,4,4,1
12093,140,37,0.0,21,21,0
12092,140,62,0.0,20,20,0
12091,140,63,2.0,17,17,0
12090,140,17,2.0,16,16,0
12089,140,56,8.0,9,9,0
12088,140,8,24.0,6,6,0
12087,140,31,50.0,3,3,0
12086,140,30,144.0,1,1,11
11393,141,21,0.0,13,13,0
11392,141,4,0.0,12,12,0
11391,141,56,0.0,11,11,0
11390,141,50,0.0,10,10,0
11389,141,55,0.0,9,9,0
11388,141,54,0.0,8,8,0
11387,141,44,0.0,7,7,0
11386,141,8,1.0,6,6,0
11385,141,49,2.0,5,5,0
11384,141,2,3.0,4,4,0
11383,141,22,4.0,3,3,0
11382,141,14,6.0,2,2,0
11381,141,30,10.0,1,1,1
11412,142,58,0.0,19,19,0
11411,142,60,0.0,17,17,0
11410,142,18,0.0,14,14,0
11409,142,15,0.0,12,12,0
11408,142,57,1.0,7,7,0
11407,142,23,2.0,6,6,0
11406,142,21,0.0,18,18,0
11405,142,4,0.0,16,16,0
11404,142,56,0.0,15,15,0
11403,142,50,0.0,9,9,0
11402,142,55,0.0,13,13,0
11401,142,54,0.0,11,11,0
11400,142,44,0.0,10,10,0
11399,142,8,1.0,8,8,0
11398,142,49,5.0,4,4,0
11397,142,2,3.0,5,5,0
11396,142,22,10.0,2,2,0
11395,142,14,10.0,3,3,0
11394,142,30,20.0,1,1,2
11432,143,35,0.0,13,13,0
11431,143,58,0.0,16,16,0
11430,143,60,0.0,20,20,0
11429,143,18,0.0,17,17,0
11428,143,15,2.0,7,7,0
11427,143,57,1.0,10,10,0
11426,143,23,2.0,8,8,0
11425,143,21,1.0,9,9,0
11424,143,4,0.0,19,19,0
11423,143,56,0.0,18,18,0
11422,143,50,0.0,12,12,0
11421,143,55,0.0,14,14,0
11420,143,54,0.0,15,15,0
11419,143,44,3.0,6,6,0
11418,143,8,1.0,11,11,0
11417,143,49,5.0,5,5,0
11416,143,2,7.0,4,4,0
11415,143,22,10.0,3,3,0
11414,143,14,20.0,2,2,1
11413,143,30,26.0,1,1,2
11453,144,59,0.0,18,18,0
11452,144,35,0.0,13,13,0
11451,144,58,0.0,16,16,0
11450,144,60,0.0,21,21,0
11449,144,18,0.0,17,17,0
11448,144,15,4.0,8,8,0
11447,144,57,4.0,7,7,0
11446,144,23,12.0,4,4,1
11445,144,21,1.0,10,10,0
11444,144,4,0.0,20,20,0
11443,144,56,0.0,19,19,0
11442,144,50,0.0,12,12,0
11441,144,55,0.0,14,14,0
11440,144,54,0.0,15,15,0
11439,144,44,3.0,9,9,0
11438,144,8,1.0,11,11,0
11437,144,49,6.0,6,6,0
11436,144,2,7.0,5,5,0
11435,144,22,14.0,3,3,0
11434,144,14,26.0,2,2,1
11433,144,30,26.0,1,1,2
11475,145,31,6.0,7,7,0
11474,145,59,0.0,19,19,0
11473,145,35,4.0,9,9,0
11472,145,58,0.0,17,17,0
11471,145,60,0.0,22,22,0
11470,145,18,0.0,18,18,0
11469,145,15,7.0,6,6,0
11468,145,57,4.0,10,10,0
11467,145,23,12.0,4,4,1
11466,145,21,1.0,13,13,0
11465,145,4,0.0,21,21,0
11464,145,56,0.0,20,20,0
11463,145,50,0.0,14,14,0
11462,145,55,0.0,15,15,0
11461,145,54,0.0,16,16,0
11460,145,44,3.0,11,11,0
11459,145,8,1.0,12,12,0
11458,145,49,6.0,8,8,0
11457,145,2,8.0,5,5,0
11456,145,22,14.0,3,3,0
11455,145,14,28.0,2,2,1
11454,145,30,36.0,1,1,3
11497,146,31,6.0,7,7,0
11496,146,59,0.0,20,20,0
11495,146,35,4.0,10,10,0
11494,146,58,0.0,18,18,0
11493,146,60,0.0,22,22,0
11492,146,18,0.0,19,19,0
11491,146,15,7.0,6,6,0
11490,146,57,4.0,12,12,0
11489,146,23,12.0,4,4,1
11488,146,21,1.0,14,14,0
11487,146,4,0.0,21,21,0
11486,146,56,0.0,15,15,0
11485,146,50,1.0,13,13,0
11484,146,55,0.0,16,16,0
11483,146,54,0.0,17,17,0
11482,146,44,5.0,9,9,0
11481,146,8,4.0,11,11,0
11480,146,49,6.0,8,8,0
11479,146,2,8.0,5,5,0
11478,146,22,18.0,3,3,0
11477,146,14,38.0,2,2,2
11476,146,30,42.0,1,1,3
11519,147,31,6.0,8,8,0
11518,147,59,0.0,19,19,0
11517,147,35,7.0,6,6,0
11516,147,58,0.0,20,20,0
11515,147,60,0.0,22,22,0
11514,147,18,0.0,17,17,0
11513,147,15,7.0,7,7,0
11512,147,57,4.0,13,13,0
11511,147,23,12.0,4,4,1
11510,147,21,1.0,16,16,0
11509,147,4,0.0,21,21,0
11508,147,56,4.0,11,11,0
11507,147,50,1.0,14,14,0
11506,147,55,1.0,15,15,0
11505,147,54,0.0,18,18,0
11504,147,44,5.0,10,10,0
11503,147,8,4.0,12,12,0
11502,147,49,6.0,9,9,0
11501,147,2,8.0,5,5,0
11500,147,22,24.0,3,3,0
11499,147,14,40.0,2,2,2
11498,147,30,52.0,1,1,4
11543,148,41,0.0,19,19,0
11542,148,37,1.0,17,17,0
11541,148,31,6.0,10,10,0
11540,148,59,0.0,22,22,0
11539,148,35,7.0,7,7,0
11538,148,58,0.0,21,21,0
11537,148,60,0.0,24,24,0
11536,148,18,0.0,18,18,0
11535,148,15,7.0,9,9,0
11534,148,57,8.0,6,6,0
11533,148,23,22.0,4,4,2
11532,148,21,1.0,16,16,0
11531,148,4,0.0,23,23,0
11530,148,56,4.0,13,13,0
11529,148,50,1.0,15,15,0
11528,148,55,3.0,14,14,0
11527,148,54,0.0,20,20,0
11526,148,44,5.0,12,12,0
11525,148,8,7.0,8,8,0
11524,148,49,6.0,11,11,0
11523,148,2,8.0,5,5,0
11522,148,22,24.0,3,3,0
11521,148,14,40.0,2,2,2
11520,148,30,58.0,1,1,4
11567,149,41,0.0,19,19,0
11566,149,37,1.0,16,16,0
11565,149,31,12.0,5,5,0
11564,149,59,0.0,22,22,0
11563,149,35,7.0,8,8,0
11562,149,58,0.0,21,21,0
11561,149,60,0.0,24,24,0
11560,149,18,0.0,18,18,0
11559,149,15,7.0,10,10,0
11558,149,57,9.0,6,6,0
11557,149,23,25.0,4,4,2
11556,149,21,1.0,17,17,0
11555,149,4,0.0,23,23,0
11554,149,56,4.0,13,13,0
11553,149,50,1.0,15,15,0
11552,149,55,3.0,14,14,0
11551,149,54,0.0,20,20,0
11550,149,44,5.0,12,12,0
11549,149,8,7.0,9,9,0
11548,149,49,6.0,11,11,0
11547,149,2,8.0,7,7,0
11546,149,22,26.0,3,3,0
11545,149,14,44.0,2,2,2
11544,149,30,68.0,1,1,5
11591,150,41,0.0,19,19,0
11590,150,37,1.0,16,16,0
11589,150,31,12.0,5,5,0
11588,150,59,0.0,22,22,0
11587,150,35,7.0,9,9,0
11586,150,58,0.0,21,21,0
11585,150,60,0.0,24,24,0
11584,150,18,0.0,18,18,0
11583,150,15,9.0,8,8,0
11582,150,57,9.0,7,7,0
11581,150,23,31.0,3,3,2
11580,150,21,1.0,17,17,0
11579,150,4,0.0,23,23,0
11578,150,56,4.0,13,13,0
11577,150,50,1.0,15,15,0
11576,150,55,3.0,14,14,0
11575,150,54,0.0,20,20,0
11574,150,44,5.0,12,12,0
11573,150,8,7.0,10,10,0
11572,150,49,6.0,11,11,0
11571,150,2,9.0,6,6,0
11570,150,22,30.0,4,4,0
11569,150,14,47.0,2,2,2
11568,150,30,78.0,1,1,6
11615,151,41,0.0,19,19,0
11614,151,37,1.0,16,16,0
11613,151,31,15.0,6,6,0
11612,151,59,0.0,22,22,0
11611,151,35,7.0,10,10,0
11610,151,58,0.0,21,21,0
11609,151,60,0.0,24,24,0
11608,151,18,0.0,18,18,0
11607,151,15,9.0,9,9,0
11606,151,57,19.0,5,5,1
11605,151,23,31.0,4,4,2
11604,151,21,1.0,17,17,0
11603,151,4,0.0,23,23,0
11602,151,56,4.0,13,13,0
11601,151,50,1.0,15,15,0
11600,151,55,3.0,14,14,0
11599,151,54,0.0,20,20,0
11598,151,44,5.0,12,12,0
11597,151,8,9.0,8,8,0
11596,151,49,6.0,11,11,0
11595,151,2,10.0,7,7,0
11594,151,22,34.0,3,3,0
11593,151,14,47.0,2,2,2
11592,151,30,84.0,1,1,6
11639,152,41,0.0,19,19,0
11638,152,37,1.0,18,18,0
11637,152,31,15.0,6,6,0
11636,152,59,0.0,21,21,0
11635,152,35,11.0,7,7,0
11634,152,58,0.0,22,22,0
11633,152,60,0.0,24,24,0
11632,152,18,2.0,16,16,0
11631,152,15,9.0,10,10,0
11630,152,57,19.0,5,5,1
11629,152,23,41.0,3,3,3
11628,152,21,4.0,14,14,0
11627,152,4,0.0,23,23,0
11626,152,56,4.0,13,13,0
11625,152,50,1.0,17,17,0
11624,152,55,4.0,15,15,0
11623,152,54,0.0,20,20,0
11622,152,44,5.0,12,12,0
11621,152,8,9.0,9,9,0
11620,152,49,6.0,11,11,0
11619,152,2,10.0,8,8,0
11618,152,22,40.0,4,4,0
11617,152,14,47.0,2,2,2
11616,152,30,84.0,1,1,6
11663,153,41,0.0,19,19,0
11662,153,37,1.0,18,18,0
11661,153,31,15.0,6,6,0
11660,153,59,0.0,21,21,0
11659,153,35,11.0,7,7,0
11658,153,58,0.0,22,22,0
11657,153,60,0.0,24,24,0
11656,153,18,2.0,16,16,0
11655,153,15,9.0,10,10,0
11654,153,57,21.0,5,5,1
11653,153,23,44.0,4,4,3
11652,153,21,4.0,14,14,0
11651,153,4,0.0,23,23,0
11650,153,56,4.0,13,13,0
11649,153,50,1.0,17,17,0
11648,153,55,4.0,15,15,0
11647,153,54,0.0,20,20,0
11646,153,44,5.0,12,12,0
11645,153,8,9.0,9,9,0
11644,153,49,6.0,11,11,0
11643,153,2,11.0,8,8,0
11642,153,22,46.0,3,3,0
11641,153,14,51.0,2,2,2
11640,153,30,94.0,1,1,7
11687,154,41,0.0,19,19,0
11686,154,37,1.0,18,18,0
11685,154,31,15.0,6,6,0
11684,154,59,0.0,21,21,0
11683,154,35,11.0,7,7,0
11682,154,58,0.0,22,22,0
11681,154,60,0.0,24,24,0
11680,154,18,2.0,16,16,0
11679,154,15,9.0,10,10,0
11678,154,57,24.0,5,5,1
11677,154,23,44.0,4,4,3
11676,154,21,8.0,11,11,0
11675,154,4,0.0,23,23,0
11674,154,56,4.0,15,15,0
11673,154,50,1.0,17,17,0
11672,154,55,5.0,14,14,0
11671,154,54,0.0,20,20,0
11670,154,44,5.0,13,13,0
11669,154,8,9.0,9,9,0
11668,154,49,6.0,12,12,0
11667,154,2,11.0,8,8,0
11666,154,22,48.0,3,3,0
11665,154,14,57.0,2,2,2
11664,154,30,104.0,1,1,8
11712,155,61,0.0,24,24,0
11711,155,41,0.0,19,19,0
11710,155,37,3.0,16,16,0
11709,155,31,25.0,5,5,1
11708,155,59,0.0,21,21,0
11707,155,35,12.0,7,7,0
11706,155,58,0.0,22,22,0
11705,155,60,0.0,25,25,0
11704,155,18,2.0,17,17,0
11703,155,15,9.0,10,10,0
11702,155,57,24.0,6,6,1
11701,155,23,48.0,4,4,3
11700,155,21,8.0,11,11,0
11699,155,4,0.0,23,23,0
11698,155,56,4.0,15,15,0
11697,155,50,1.0,18,18,0
11696,155,55,5.0,14,14,0
11695,155,54,0.0,20,20,0
11694,155,44,5.0,13,13,0
11693,155,8,9.0,9,9,0
11692,155,49,6.0,12,12,0
11691,155,2,11.0,8,8,0
11690,155,22,54.0,3,3,0
11689,155,14,57.0,2,2,2
11688,155,30,107.0,1,1,8
11737,156,61,0.0,24,24,0
11736,156,41,0.0,19,19,0
11735,156,37,3.0,16,16,0
11734,156,31,25.0,6,6,1
11733,156,59,0.0,21,21,0
11732,156,35,12.0,7,7,0
11731,156,58,0.0,22,22,0
11730,156,60,0.0,25,25,0
11729,156,18,2.0,17,17,0
11728,156,15,12.0,9,9,0
11727,156,57,34.0,5,5,2
11726,156,23,48.0,4,4,3
11725,156,21,8.0,11,11,0
11724,156,4,0.0,23,23,0
11723,156,56,6.0,12,12,0
11722,156,50,1.0,18,18,0
11721,156,55,5.0,15,15,0
11720,156,54,0.0,20,20,0
11719,156,44,5.0,14,14,0
11718,156,8,9.0,10,10,0
11717,156,49,6.0,13,13,0
11716,156,2,12.0,8,8,0
11715,156,22,54.0,3,3,0
11714,156,14,61.0,2,2,2
11713,156,30,113.0,1,1,8
11763,157,62,0.0,26,26,0
11762,157,61,0.0,24,24,0
11761,157,41,0.0,19,19,0
11760,157,37,3.0,16,16,0
11759,157,31,31.0,6,6,1
