constructor_results_id,race_id,constructor_id,points,status
434,58,9,0.0,
435,58,5,0.0,
436,58,13,0.0,
437,58,8,0.0,
438,59,4,13.0,
439,59,1,8.0,
440,59,9,6.0,
441,59,11,5.0,
442,59,6,4.0,
443,59,2,2.0,
444,59,7,1.0,
445,59,5,0.0,
446,59,13,0.0,
447,59,8,0.0,
448,59,3,0.0,
449,60,4,15.0,
450,60,6,12.0,
451,60,1,9.0,
452,60,2,3.0,
453,60,3,0.0,
454,60,11,0.0,
455,60,7,0.0,
456,60,9,0.0,
457,60,5,0.0,
458,60,13,0.0,
459,60,8,0.0,
460,61,4,15.0,
461,61,6,12.0,
462,61,1,6.0,
463,61,7,3.0,
464,61,2,2.0,
465,61,9,1.0,
466,61,11,0.0,
467,61,5,0.0,
468,61,3,0.0,
469,61,13,0.0,
470,61,8,0.0,
471,62,6,18.0,
472,62,4,10.0,
473,62,7,5.0,
474,62,11,3.0,
475,62,9,2.0,
476,62,5,1.0,
477,62,3,0.0,
478,62,13,0.0,
479,62,2,0.0,
480,62,8,0.0,
481,62,1,0.0,
482,63,6,16.0,
483,63,4,11.0,
484,63,7,5.0,
485,63,1,6.0,
486,63,2,1.0,
487,63,9,0.0,
488,63,5,0.0,
489,63,3,0.0,
490,63,13,0.0,
491,63,8,0.0,
492,63,11,0.0,
493,64,6,18.0,
494,64,1,6.0,
495,64,11,5.0,
496,64,4,7.0,
497,64,7,2.0,
498,64,9,1.0,
499,64,5,0.0,
500,64,3,0.0,
501,64,8,0.0,
502,64,2,0.0,
503,64,13,0.0,
504,65,11,15.0,
505,65,1,8.0,
506,65,2,6.0,
507,65,9,4.0,
508,65,7,3.0,
509,65,6,3.0,
510,65,13,0.0,
511,65,5,0.0,
512,65,8,0.0,
513,65,4,0.0,
514,65,3,0.0,
515,66,6,16.0,
516,66,4,11.0,
517,66,11,6.0,
518,66,1,4.0,
519,66,7,2.0,
520,66,3,0.0,
521,66,9,0.0,
522,66,2,0.0,
523,66,5,0.0,
524,66,13,0.0,
525,66,8,0.0,
526,67,6,10.0,
527,67,1,8.0,
528,67,2,7.0,
529,67,4,5.0,
530,67,11,7.0,
531,67,7,2.0,
532,67,3,0.0,
533,67,9,0.0,
534,67,5,0.0,
535,67,8,0.0,
536,67,14,0.0,
537,68,6,10.0,
538,68,4,14.0,
539,68,11,8.0,
540,68,1,4.0,
541,68,2,2.0,
542,68,3,1.0,
543,68,9,0.0,
544,68,5,0.0,
545,68,14,0.0,
546,68,8,0.0,
547,68,7,0.0,
548,69,4,16.0,
549,69,6,8.0,
550,69,11,5.0,
551,69,1,4.0,
552,69,7,5.0,
553,69,2,1.0,
554,69,3,0.0,
555,69,9,0.0,
556,69,5,0.0,
557,69,8,0.0,
558,69,14,0.0,
559,70,6,15.0,
560,70,4,11.0,
561,70,11,8.0,
562,70,1,5.0,
563,70,2,0.0,
564,70,8,0.0,
565,70,5,0.0,
566,70,9,0.0,
567,70,14,0.0,
568,70,7,0.0,
569,70,3,0.0,
570,71,4,16.0,
571,71,6,8.0,
572,71,9,7.0,
573,71,3,4.0,
574,71,1,4.0,
575,71,7,0.0,
576,71,15,0.0,
577,71,16,0.0,
578,71,17,0.0,
579,71,18,0.0,
580,72,4,10.0,
581,72,7,12.0,
582,72,3,6.0,
583,72,1,5.0,
584,72,9,4.0,
585,72,6,2.0,
586,72,15,0.0,
587,72,17,0.0,
588,72,18,0.0,
589,72,16,0.0,
590,73,4,10.0,
591,73,7,13.0,
592,73,1,10.0,
593,73,3,3.0,
594,73,15,2.0,
595,73,9,1.0,
596,73,6,0.0,
597,73,17,0.0,
598,73,18,0.0,
599,73,16,0.0,
600,74,4,10.0,
601,74,6,8.0,
602,74,1,6.0,
603,74,15,5.0,
604,74,7,4.0,
605,74,3,5.0,
606,74,9,1.0,
607,74,17,0.0,
608,74,18,0.0,
609,74,16,0.0,
610,75,1,12.0,
611,75,4,12.0,
612,75,7,11.0,
613,75,3,3.0,
614,75,9,1.0,
615,75,6,0.0,
616,75,15,0.0,
617,75,17,0.0,
618,75,18,0.0,
619,76,1,14.0,
620,76,3,14.0,
621,76,4,5.0,
622,76,7,3.0,
623,76,6,3.0,
624,76,15,0.0,
625,76,17,0.0,
626,76,18,0.0,
627,76,9,0.0,
628,77,4,13.0,
629,77,3,8.0,
630,77,6,10.0,
631,77,9,5.0,
632,77,1,2.0,
633,77,7,1.0,
634,77,16,0.0,
635,77,15,0.0,
636,77,17,0.0,
637,77,18,0.0,
638,78,1,10.0,
639,78,6,14.0,
640,78,15,5.0,
641,78,3,4.0,
642,78,7,3.0,
643,78,9,3.0,
644,78,17,0.0,
645,78,18,0.0,
646,78,16,0.0,
647,78,4,0.0,
648,79,6,18.0,
649,79,17,11.0,
650,79,18,7.0,
651,79,7,0.0,
652,79,1,0.0,
653,79,16,0.0,
654,79,4,0.0,
655,79,3,0.0,
656,79,15,0.0,
657,79,9,0.0,
658,80,4,13.0,
659,80,1,8.0,
660,80,6,6.0,
661,80,16,5.0,
662,80,7,6.0,
663,80,15,1.0,
664,80,9,0.0,
665,80,3,0.0,
666,80,17,0.0,
667,80,18,0.0,
668,81,1,16.0,
669,81,4,13.0,
670,81,16,4.0,
671,81,6,5.0,
672,81,7,1.0,
673,81,15,0.0,
674,81,3,0.0,
675,81,9,0.0,
676,81,17,0.0,
677,81,18,0.0,
678,82,4,15.0,
679,82,1,8.0,
680,82,16,6.0,
681,82,6,4.0,
682,82,7,3.0,
683,82,9,2.0,
684,82,15,1.0,
685,82,3,0.0,
686,82,18,0.0,
687,82,17,0.0,
688,83,1,10.0,
689,83,6,8.0,
690,83,7,11.0,
691,83,16,5.0,
692,83,3,5.0,
693,83,4,0.0,
694,83,17,0.0,
695,83,15,0.0,
696,83,18,0.0,
697,83,9,0.0,
698,84,1,16.0,
699,84,4,13.0,
700,84,16,4.0,
701,84,7,3.0,
702,84,9,3.0,
703,84,6,0.0,
704,84,15,0.0,
705,84,18,0.0,
706,84,17,0.0,
707,84,3,0.0,
708,85,1,15.0,
709,85,4,14.0,
710,85,7,7.0,
711,85,3,2.0,
712,85,16,1.0,
713,85,15,0.0,
714,85,6,0.0,
715,85,9,0.0,
716,85,17,0.0,
717,85,18,0.0,
718,86,1,10.0,
719,86,4,8.0,
720,86,16,6.0,
721,86,3,5.0,
722,86,6,4.0,
723,86,15,3.0,
724,86,7,2.0,
725,86,17,1.0,
726,86,9,0.0,
727,86,18,0.0,
728,87,1,18.0,
729,87,4,10.0,
730,87,6,8.0,
731,87,16,2.0,
732,87,7,1.0,
733,87,9,0.0,
734,87,15,0.0,
735,87,18,0.0,
736,87,17,0.0,
737,87,3,0.0,
738,88,1,10.0,
739,88,4,14.0,
740,88,3,5.0,
741,88,16,4.0,
742,88,9,3.0,
743,88,6,2.0,
744,88,7,1.0,
745,88,15,0.0,
746,88,17,0.0,
747,88,18,0.0,
748,89,4,15.0,
749,89,1,8.0,
750,89,7,6.0,
751,89,9,4.0,
752,89,15,3.0,
753,89,3,2.0,
754,89,16,1.0,
755,89,17,0.0,
756,89,6,0.0,
757,89,18,0.0,
758,90,6,18.0,
759,90,4,8.0,
760,90,3,9.0,
761,90,16,3.0,
762,90,1,1.0,
763,90,15,0.0,
764,90,19,0.0,
765,90,7,0.0,
766,90,17,0.0,
767,90,18,0.0,
768,91,6,15.0,
769,91,3,8.0,
770,91,16,6.0,
771,91,4,6.0,
772,91,1,3.0,
773,91,15,1.0,
774,91,7,0.0,
775,91,19,0.0,
776,91,17,0.0,
777,91,18,0.0,
778,92,6,18.0,
779,92,16,10.0,
780,92,4,8.0,
781,92,3,2.0,
782,92,19,1.0,
783,92,7,0.0,
784,92,15,0.0,
785,92,17,0.0,
786,92,18,0.0,
787,92,1,0.0,
788,93,6,13.0,
789,93,16,8.0,
790,93,3,8.0,
791,93,4,9.0,
792,93,1,1.0,
793,93,15,0.0,
794,93,7,0.0,
795,93,19,0.0,
796,93,18,0.0,
797,93,17,0.0,
798,94,6,18.0,
799,94,4,11.0,
800,94,16,5.0,
801,94,3,3.0,
802,94,15,2.0,
803,94,1,0.0,
804,94,19,0.0,
805,94,7,0.0,
806,94,17,0.0,
807,94,18,0.0,
808,95,4,10.0,
809,95,16,8.0,
810,95,6,6.0,
811,95,3,5.0,
812,95,15,4.0,
813,95,7,4.0,
814,95,17,2.0,
815,95,18,0.0,
816,95,1,0.0,
817,95,19,0.0,
818,96,6,18.0,
819,96,16,6.0,
820,96,4,9.0,
821,96,15,3.0,
822,96,19,2.0,
823,96,3,1.0,
824,96,17,0.0,
825,96,7,0.0,
826,96,18,0.0,
827,96,1,0.0,
828,97,6,18.0,
829,97,16,6.0,
830,97,15,5.0,
831,97,1,7.0,
832,97,17,3.0,
833,97,19,0.0,
834,97,18,0.0,
835,97,4,0.0,
836,97,3,0.0,
837,97,7,0.0,
838,98,6,18.0,
839,98,16,6.0,
840,98,4,5.0,
841,98,7,4.0,
842,98,1,5.0,
843,98,18,1.0,
844,98,15,0.0,
845,98,19,0.0,
846,98,3,0.0,
847,98,17,0.0,
848,99,6,16.0,
849,99,4,13.0,
850,99,16,4.0,
851,99,1,5.0,
852,99,3,1.0,
853,99,19,0.0,
854,99,15,0.0,
855,99,7,0.0,
856,99,17,0.0,
857,99,18,0.0,
858,100,6,16.0,
859,100,1,10.0,
860,100,16,5.0,
861,100,3,4.0,
862,100,15,3.0,
863,100,19,1.0,
864,100,4,0.0,
865,100,7,0.0,
866,100,17,0.0,
867,100,18,0.0,
868,101,6,10.0,
869,101,16,9.0,
870,101,4,6.0,
871,101,1,5.0,
872,101,3,6.0,
873,101,19,3.0,
874,101,15,0.0,
875,101,7,0.0,
876,101,17,0.0,
877,101,18,0.0,
878,102,6,18.0,
879,102,4,6.0,
880,102,3,7.0,
881,102,16,7.0,
882,102,15,1.0,
883,102,1,0.0,
884,102,19,0.0,
885,102,7,0.0,
886,102,17,0.0,
887,102,18,0.0,
888,103,1,12.0,
889,103,6,14.0,
890,103,15,9.0,
891,103,19,3.0,
892,103,7,1.0,
893,103,4,0.0,
894,103,17,0.0,
895,103,3,0.0,
896,103,16,0.0,
897,103,18,0.0,
898,104,6,18.0,
899,104,16,11.0,
900,104,3,6.0,
901,104,1,3.0,
902,104,15,1.0,
903,104,19,0.0,
904,104,4,0.0,
905,104,7,0.0,
906,104,17,0.0,
907,104,18,0.0,
908,105,6,10.0,
909,105,16,11.0,
910,105,1,6.0,
911,105,4,5.0,
912,105,3,4.0,
913,105,15,3.0,
914,105,19,0.0,
915,105,17,0.0,
916,105,7,0.0,
917,105,18,0.0,
918,106,6,10.0,
919,106,3,10.0,
920,106,16,11.0,
921,106,4,4.0,
922,106,1,3.0,
923,106,15,1.0,
924,106,7,0.0,
925,106,19,0.0,
926,106,17,0.0,
927,106,18,0.0,
928,107,3,14.0,
929,107,1,8.0,
930,107,6,8.0,
931,107,4,5.0,
932,107,16,3.0,
933,107,15,1.0,
934,107,7,0.0,
935,107,19,0.0,
936,107,17,0.0,
937,107,18,0.0,
938,108,1,16.0,
939,108,3,9.0,
940,108,6,5.0,
941,108,4,6.0,
942,108,15,3.0,
943,108,16,0.0,
944,108,18,0.0,
945,108,17,0.0,
946,108,19,0.0,
947,108,7,0.0,
948,109,1,10.0,
949,109,6,11.0,
950,109,4,10.0,
951,109,3,5.0,
952,109,16,2.0,
953,109,15,1.0,
954,109,17,0.0,
955,109,7,0.0,
956,109,18,0.0,
957,109,19,0.0,
958,110,17,10.0,
959,110,1,13.0,
960,110,4,7.0,
961,110,15,4.0,
962,110,16,3.0,
963,110,3,2.0,
964,110,19,0.0,
965,110,7,0.0,
966,110,6,0.0,
967,110,18,0.0,
968,111,6,16.0,
969,111,1,12.0,
970,111,3,7.0,
971,111,4,3.0,
972,111,16,1.0,
973,111,7,0.0,
974,111,15,0.0,
975,111,19,0.0,
976,111,17,0.0,
977,111,18,0.0,
978,112,6,16.0,
979,112,4,8.0,
980,112,3,9.0,
981,112,7,3.0,
982,112,19,2.0,
983,112,17,1.0,
984,112,16,0.0,
985,112,15,0.0,
986,112,18,0.0,
987,112,1,0.0,
988,113,6,16.0,
989,113,1,12.0,
990,113,16,5.0,
991,113,3,3.0,
992,113,19,2.0,
993,113,4,1.0,
994,113,7,0.0,
995,113,17,0.0,
996,113,18,0.0,
997,113,15,0.0,
998,114,3,15.0,
999,114,1,10.0,
1000,114,6,7.0,
1001,114,4,7.0,
1002,114,7,0.0,
1003,114,17,0.0,
1004,114,15,0.0,
1005,114,16,0.0,
1006,114,18,0.0,
1007,114,19,0.0,
1008,115,6,14.0,
1009,115,3,14.0,
1010,115,4,5.0,
1011,115,1,3.0,
1012,115,19,2.0,
1013,115,7,1.0,
1014,115,18,0.0,
1015,115,16,0.0,
1016,115,15,0.0,
1017,115,17,0.0,
1018,116,3,18.0,
1019,116,6,10.0,
1020,116,4,5.0,
1021,116,19,3.0,
1022,116,16,2.0,
1023,116,15,1.0,
1024,116,17,0.0,
1025,116,18,0.0,
1026,116,1,0.0,
1027,116,7,0.0,
1028,117,3,18.0,
1029,117,6,8.0,
1030,117,1,9.0,
1031,117,19,3.0,
1032,117,7,1.0,
1033,117,16,0.0,
1034,117,15,0.0,
1035,117,18,0.0,
1036,117,17,0.0,
1037,117,4,0.0,
1038,118,6,15.0,
1039,118,3,8.0,
1040,118,1,10.0,
1041,118,4,3.0,
1042,118,7,2.0,
1043,118,16,1.0,
1044,118,15,0.0,
1045,118,17,0.0,
1046,118,19,0.0,
1047,118,18,0.0,
1048,119,3,10.0,
1049,119,1,8.0,
1050,119,4,11.0,
1051,119,7,7.0,
1052,119,6,2.0,
1053,119,16,1.0,
1054,119,15,0.0,
1055,119,19,0.0,
1056,119,18,0.0,
1057,119,17,0.0,
1058,120,4,12.0,
1059,120,1,12.0,
1060,120,3,11.0,
1061,120,19,3.0,
1062,120,6,1.0,
1063,120,15,0.0,
1064,120,16,0.0,
1065,120,7,0.0,
1066,120,18,0.0,
1067,120,17,0.0,
1068,121,6,16.0,
1069,121,3,12.0,
1070,121,1,5.0,
1071,121,16,3.0,
1072,121,19,2.0,
1073,121,4,1.0,
1074,121,15,0.0,
1075,121,17,0.0,
1076,121,18,0.0,
1077,121,7,0.0,
1078,122,6,10.0,
1079,122,1,8.0,
1080,122,15,10.0,
1081,122,4,5.0,
1082,122,3,3.0,
1083,122,17,2.0,
1084,122,19,1.0,
1085,122,7,0.0,
1086,122,18,0.0,
1087,122,16,0.0,
1088,123,6,11.0,
1089,123,1,14.0,
1090,123,16,8.0,
1091,123,4,4.0,
1092,123,7,2.0,
1093,123,15,0.0,
1094,123,19,0.0,
1095,123,3,0.0,
1096,123,17,0.0,
1097,123,18,0.0,
1098,124,6,10.0,
1099,124,3,6.0,
1100,124,1,4.0,
1101,124,19,3.0,
1102,124,18,2.0,
1103,124,7,1.0,
1104,124,16,0.0,
1105,124,21,0.0,
1106,124,17,0.0,
1107,124,4,0.0,
1108,124,15,0.0,
1109,125,3,16.0,
1110,125,6,4.0,
1111,125,4,3.0,
1112,125,15,3.0,
1113,125,7,0.0,
1114,125,16,0.0,
1115,125,17,0.0,
1116,125,19,0.0,
1117,125,21,0.0,
1118,125,18,0.0,
1119,125,1,0.0,
1120,126,6,10.0,
1121,126,3,8.0,
1122,126,1,4.0,
1123,126,4,3.0,
1124,126,7,1.0,
1125,126,19,0.0,
1126,126,17,0.0,
1127,126,16,0.0,
1128,126,18,0.0,
1129,126,15,0.0,
1130,126,21,0.0,
1131,127,6,16.0,
1132,127,3,7.0,
1133,127,4,2.0,
1134,127,1,1.0,
1135,127,16,0.0,
1136,127,15,0.0,
1137,127,18,0.0,
1138,127,21,0.0,
1139,127,19,0.0,
1140,127,7,0.0,
1141,127,17,0.0,
1142,128,6,10.0,
1143,128,3,6.0,
1144,128,1,4.0,
1145,128,15,5.0,
1146,128,21,1.0,
1147,128,16,0.0,
1148,128,7,0.0,
1149,128,4,0.0,
1150,128,19,0.0,
1151,128,17,0.0,
1152,128,18,0.0,
1153,129,6,16.0,
1154,129,3,7.0,
1155,129,17,2.0,
1156,129,1,1.0,
1157,129,4,0.0,
1158,129,7,0.0,
1159,129,16,0.0,
1160,129,21,0.0,
1161,129,18,0.0,
1162,129,19,0.0,
1163,129,15,0.0,
1164,130,1,10.0,
1165,130,6,6.0,
1166,130,3,4.0,
1167,130,4,3.0,
1168,130,17,2.0,
1169,130,21,1.0,
1170,130,15,0.0,
1171,130,19,0.0,
1172,130,18,0.0,
1173,130,7,0.0,
1174,130,16,0.0,
1175,131,6,14.0,
1176,131,1,9.0,
1177,131,17,2.0,
1178,131,4,1.0,
1179,131,3,0.0,
1180,131,16,0.0,
1181,131,15,0.0,
1182,131,18,0.0,
1183,131,21,0.0,
1184,131,7,0.0,
1185,131,19,0.0,
1186,132,6,16.0,
1187,132,1,4.0,
1188,132,3,3.0,
1189,132,4,2.0,
1190,132,15,1.0,
1191,132,16,0.0,
1192,132,19,0.0,
1193,132,21,0.0,
1194,132,7,0.0,
1195,132,18,0.0,
1196,132,17,0.0,
1197,133,6,16.0,
1198,133,3,4.0,
1199,133,16,5.0,
1200,133,15,1.0,
1201,133,17,0.0,
1202,133,1,0.0,
1203,133,19,0.0,
1204,133,4,0.0,
1205,133,21,0.0,
1206,133,7,0.0,
1207,133,18,0.0,
1208,134,6,10.0,
1209,134,1,10.0,
1210,134,3,5.0,
1211,134,4,1.0,
1212,134,15,0.0,
1213,134,18,0.0,
1214,134,19,0.0,
1215,134,7,0.0,
1216,134,16,0.0,
1217,134,17,0.0,
1218,134,21,0.0,
1219,135,6,13.0,
1220,135,3,10.0,
1221,135,1,2.0,
1222,135,15,1.0,
1223,135,17,0.0,
1224,135,7,0.0,
1225,135,19,0.0,
1226,135,21,0.0,
1227,135,16,0.0,
1228,135,4,0.0,
1229,135,18,0.0,
1230,136,6,16.0,
1231,136,3,4.0,
1232,136,1,5.0,
1233,136,17,1.0,
1234,136,15,0.0,
1235,136,4,0.0,
1236,136,16,0.0,
1237,136,19,0.0,
1238,136,7,0.0,
1239,136,18,0.0,
1240,137,6,16.0,
1241,137,3,6.0,
1242,137,1,3.0,
1243,137,19,1.0,
1244,137,7,0.0,
